AvatarPosition;Email;Framecount;HandRotation;HitDetected;PatternID;SessionID;SpeedModifier;SteeringType;Timestamp
0,3570424;anonymous;619;0,853341;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.6754
0,3570424;anonymous;620;3,686366;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7093
0,3570424;anonymous;621;6,463114;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7175
0,3570424;anonymous;622;8,55606;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7319
0,3570424;anonymous;623;8,857466;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7446
0,3570424;anonymous;624;8,146674;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7587
0,3570424;anonymous;625;6,257019;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7725
0,3570424;anonymous;626;4,213168;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7857
0,3570424;anonymous;627;3,440093;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.7996
0,3570424;anonymous;628;2,876213;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8197
0,3570424;anonymous;629;2,512161;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8269
0,3570424;anonymous;630;2,277507;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8395
0,3570424;anonymous;631;2,098951;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8539
0,3570424;anonymous;632;2,413699;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8673
0,3570424;anonymous;633;2,539424;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8817
0,3570424;anonymous;634;2,476778;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.8956
0,3570424;anonymous;635;2,326205;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9084
0,3570424;anonymous;636;2,086893;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9228
0,3570424;anonymous;637;1,615501;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9366
0,3570424;anonymous;638;0,7994867;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9504
0,3570424;anonymous;639;0,1345618;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9648
0,3570424;anonymous;640;-0,565918;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9786
0,3570424;anonymous;641;-1,318329;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:49.9920
0,3570424;anonymous;642;-1,912567;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0063
0,3570424;anonymous;643;-1,797211;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0207
0,3570424;anonymous;644;-1,164368;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0341
0,3570424;anonymous;645;-0,2575989;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0481
0,3570424;anonymous;646;0,7265264;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0625
0,3570424;anonymous;647;1,620785;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0759
0,3570424;anonymous;648;2,56574;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.0897
0,3570424;anonymous;649;2,878221;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1045
0,3570424;anonymous;650;2,986667;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1178
0,3570424;anonymous;651;2,50171;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1321
0,3570424;anonymous;652;1,673977;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1449
0,3570424;anonymous;653;0,4313205;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1598
0,3570424;anonymous;654;-0,5178833;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1736
0,3570424;anonymous;655;-1,160431;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.1869
0,3570424;anonymous;656;-1,341583;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2014
0,3570424;anonymous;657;-1,011749;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2158
0,3570424;anonymous;658;-0,5845032;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2296
0,3570424;anonymous;659;-0,0397644;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2436
0,3570424;anonymous;660;0,2292237;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2570
0,3570424;anonymous;661;0,0594398;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2708
0,3570424;anonymous;662;-0,2697144;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2847
0,3570424;anonymous;663;-0,6801147;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.2995
0,3570424;anonymous;664;-1,118927;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3129
0,3570424;anonymous;665;-1,67572;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3267
0,3570424;anonymous;666;-2,410248;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3406
0,3570424;anonymous;667;-3,118927;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3549
0,3570424;anonymous;668;-3,861115;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3683
0,3570424;anonymous;669;-4,049988;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3837
0,3570424;anonymous;670;-3,69751;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.3970
0,3570424;anonymous;671;-3,189056;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4118
0,3570424;anonymous;672;-2,888336;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4241
0,3570424;anonymous;673;-2,859344;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4384
0,3570424;anonymous;674;-3,01239;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4528
0,3570424;anonymous;675;-3,043823;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4655
0,3570424;anonymous;676;-2,909637;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4803
0,3570424;anonymous;677;-3,13974;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.4936
0,3570424;anonymous;678;-3,57608;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5080
0,3570424;anonymous;679;-3,985809;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5224
0,3570424;anonymous;680;-4,400146;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5358
0,3570424;anonymous;681;-4,731323;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5496
0,3570424;anonymous;682;-4,724396;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5644
0,3570424;anonymous;683;-4,25235;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5783
0,3570424;anonymous;684;-3,763245;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.5916
0,3570424;anonymous;685;-3,35318;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6049
0,3570424;anonymous;686;-3,055511;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6198
0,3570424;anonymous;687;-2,936035;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6336
0,3570424;anonymous;688;-2,890228;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6475
0,3570424;anonymous;689;-3,09198;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6622
0,3570424;anonymous;690;-3,516785;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6756
0,3570424;anonymous;691;-3,781891;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.6884
0,3570424;anonymous;692;-4,267822;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7033
0,3570424;anonymous;693;-5,007294;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7166
0,3570424;anonymous;694;-5,47934;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7310
0,3570424;anonymous;695;-5,546387;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7444
0,3570424;anonymous;696;-5,192352;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7593
0,3570424;anonymous;697;-4,467163;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7727
0,3570424;anonymous;698;-3,643463;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.7866
0,3570424;anonymous;699;-3,079346;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.8006
0,3570424;anonymous;700;-2,735596;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.8141
0,3570424;anonymous;701;-2,631866;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.8284
0,3570424;anonymous;702;-2,856384;FALSE;0;3f8fc4af-f488-4db4-897d-a3946f61fcda;1;MovementCondition;2023-05-17 13:10:50.8428
