AvatarPosition;Email;Framecount;HandPositionChange;HandRotation;HitDetected;HitPatternID;HitTotal;PatternID;SequenceID;SessionID;SpeedModifier;SteeringType;Timestamp;TotalHandPositionChange;TotalHandRotation
-0,6773347;anonymous;610;0,001779532;-3,779266;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7114;0,001779532;-3,779266
-0,6773347;anonymous;611;0,01472911;-4,999451;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7385;0,01650864;-8,778717
-0,6773347;anonymous;612;0,00447308;-5,135895;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7543;0,02098172;-13,91461
-0,6773347;anonymous;613;0,006232458;-6,63678;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7661;0,02721418;-20,55139
-0,6773347;anonymous;614;0,001084857;-4,92984;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7804;0,02829903;-25,48123
-0,6773347;anonymous;615;0,00253083;-3,325226;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.7942;0,03082986;-28,80646
-0,6773347;anonymous;616;0,002463842;-1,700073;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.8100;0,0332937;-30,50653
-0,6773347;anonymous;617;0,001168156;-2,673889;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.8537;0,03446186;-33,18042
-0,6773347;anonymous;618;0,001690429;-4,242462;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.8784;0,03615228;-37,42288
-0,6773347;anonymous;619;0,001477895;-5,19574;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.8921;0,03763018;-42,61862
-0,6773347;anonymous;620;0,001557193;-6,196228;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9066;0,03918737;-48,81485
-0,6773347;anonymous;621;0,002228581;-6,818848;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9343;0,04141595;-55,6337
-0,6773347;anonymous;622;0,002275737;-7,036133;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9487;0,04369169;-62,66983
-0,6773347;anonymous;623;0,00146191;-6,633789;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9631;0,0451536;-69,30362
-0,6773347;anonymous;624;0,001635936;-5,680023;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9765;0,04678953;-74,98364
-0,6773347;anonymous;625;0,002940236;-4,02301;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:58.9909;0,04972977;-79,00665
-0,6773347;anonymous;626;0,003466338;0,06522108;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.0181;0,05319611;-78,94143
-0,6773347;anonymous;627;0,002331039;3,675323;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.0314;0,05552714;-75,26611
-0,6773347;anonymous;628;0,00161188;5,091908;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.0443;0,05713902;-70,17419
-0,6773347;anonymous;629;0,002863934;5,18963;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.0592;0,06000296;-64,98457
-0,6773347;anonymous;630;0,001952923;5,163241;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.0740;0,06195588;-59,82132
-0,6773347;anonymous;631;0,002089919;4,507691;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1011;0,0640458;-55,31363
-0,6773347;anonymous;632;0,002238087;6,027984;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1149;0,06628389;-49,28565
-0,6773347;anonymous;633;0,004174095;6,888958;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1283;0,07045798;-42,39669
-0,6773347;anonymous;634;0,004543611;6,309488;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1421;0,07500159;-36,0872
-0,6773347;anonymous;635;0,001595862;5,960981;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1575;0,07659745;-30,12622
-0,6773347;anonymous;636;0,003282632;6,970625;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1848;0,07988008;-23,1556
-0,6773347;anonymous;637;0,003305242;8,463363;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.1996;0,08318532;-14,69223
-0,6773347;anonymous;638;0,00125244;9,170072;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2144;0,08443777;-5,522163
-0,6773347;anonymous;639;0,00227261;9,593252;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2271;0,08671038;4,071089
-0,6773347;anonymous;640;0,00316842;9,114612;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2437;0,0898788;13,1857
-0,6773347;anonymous;641;0,001836142;7,297881;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2696;0,09171494;20,48358
-0,6773347;anonymous;642;0,004803615;7,295256;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2836;0,09651855;27,77884
-0,6773347;anonymous;643;0,003530823;7,438081;FALSE;NULL;0;0;1;903f2451-8c1a-42bc-8ff7-c213c976064e;1;MovementCondition;2023-05-18 13:01:59.2984;0,1000494;35,21692
