DeviceID;Email;Framecount;SessionID;Timestamp
bb78fd0a07c77a927f5da549ad060950a640d5d7;anonymous;8830;9e6fdf07-030b-4219-a0d0-6c5d31448cbe;2023-05-17 00:16:23.2646
