AvatarPosition;Email;Framecount;HandPositionChange;HandRotation;HitDetected;HitPatternID;HitTotal;PatternID;SequenceID;SessionID;SewuenceID;SpeedModifier;SteeringType;Timestamp;TotalHandPositionChange;TotalHandRotation
-1,833801;anonymous;2428;7,205805E-05;-16,47073;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8142;12,86526;-3405,646
-1,833801;anonymous;2429;0,0002470752;-16,32681;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8290;12,8655;-3421,973
-1,833801;anonymous;2430;0,000305429;-15,87903;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8559;12,86581;-3437,852
-1,833801;anonymous;2431;0,0001516906;-15,58682;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8702;12,86596;-3453,438
-1,833801;anonymous;2432;0,0001612945;-15,25949;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8840;12,86612;-3468,698
-1,833801;anonymous;2433;0,0001673463;-15,1709;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.8984;12,86629;-3483,869
-1,833801;anonymous;2434;0,0001068102;-15,38589;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9122;12,8664;-3499,255
-1,833801;anonymous;2435;3,486643E-05;-15,54605;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9288;12,86643;-3514,801
-1,833801;anonymous;2436;0,0002412544;-15,56482;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9543;12,86667;-3530,366
-1,833801;anonymous;2437;0,0004936144;-15,13882;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9681;12,86717;-3545,505
-1,833801;anonymous;2438;0,0005554167;-14,71976;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9824;12,86772;-3560,224
-1,833801;anonymous;2439;0,0001396926;-14,7851;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:14.9963;12,86786;-3575,01
-1,833801;anonymous;2440;9,270849E-05;-14,94522;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0119;12,86795;-3589,955
-1,833801;anonymous;2441;0,0002520885;-14,78674;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0375;12,86821;-3604,742
-1,833801;anonymous;2442;0,000260158;-14,57748;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0518;12,86847;-3619,319
-1,833801;anonymous;2443;1,721904E-05;-14,71811;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0661;12,86848;-3634,037
-1,833801;anonymous;2444;0,0004572377;-15,14624;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0795;12,86894;-3649,183
-1,833801;anonymous;2445;0,0002128299;-15,75299;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.0967;12,86915;-3664,936
-1,833801;anonymous;2446;0,0002864873;-15,14951;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.1212;12,86944;-3680,086
-1,833801;anonymous;2447;0,0008857875;-13,91296;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.1351;12,87032;-3693,999
-1,370134;anonymous;2448;0,000978722;-12,33121;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.1494;12,8713;-3706,33
-1,248023;anonymous;2449;0,0008032424;-11,23221;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.1635;12,87211;-3717,562
-1,11181;anonymous;2450;0,0009138164;-10,00629;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.1793;12,87302;-3727,568
-0,816586;anonymous;2451;0,001746287;-7,349274;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2048;12,87477;-3734,918
-0,4634467;anonymous;2452;0,002120368;-4,171021;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2181;12,87689;-3739,089
-0,3389723;anonymous;2453;0,001605946;-3,050751;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2336;12,87849;-3742,14
-0,3944872;anonymous;2454;0,001373614;-3,550385;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2464;12,87986;-3745,69
-0,5956387;anonymous;2455;0,000885131;-5,360748;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2614;12,88075;-3751,051
-0,839959;anonymous;2456;0,0008078438;-7,559631;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.2890;12,88156;-3758,61
-0,7555474;anonymous;2457;0,002033374;-6,799927;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3023;12,88359;-3765,41
-0,5456611;anonymous;2458;0,00168686;-4,91095;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3171;12,88528;-3770,321
-0,5456611;anonymous;2459;0,0007462823;-3,248901;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3305;12,88602;-3773,57
-0,134552;anonymous;2460;0,0006037604;-1,210968;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3453;12,88663;-3774,781
0,1057522;anonymous;2461;0,001509453;0,95177;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3714;12,88814;-3773,829
0,2562644;anonymous;2462;0,002637413;2,30638;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3862;12,89078;-3771,523
0,2384261;anonymous;2463;0,001332769;2,145835;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.3995;12,89211;-3769,377
0,2162421;anonymous;2464;0,0008676772;1,946179;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4139;12,89298;-3767,431
0,2280247;anonymous;2465;0,000771412;2,052222;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4297;12,89375;-3765,378
0,3503207;anonymous;2466;0,0008225034;3,152886;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4552;12,89457;-3762,226
0,5916952;anonymous;2467;0,002214317;5,325257;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4696;12,89678;-3756,9
0,7802746;anonymous;2468;0,001596521;7,022471;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4843;12,89838;-3749,878
0,9414937;anonymous;2469;0,001712685;8,473443;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.4983;12,90009;-3741,405
0,9965286;anonymous;2470;0,001239151;8,968758;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5120;12,90133;-3732,436
0,8058119;anonymous;2471;0,0003461582;7,252307;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5391;12,90168;-3725,184
0,7905732;anonymous;2472;0,001463951;7,115159;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5534;12,90314;-3718,068
0,7520716;anonymous;2473;0,0001634126;6,768645;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5673;12,90331;-3711,3
0,7520716;anonymous;2474;0,0005068909;6,303659;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5812;12,90381;-3704,996
0,7520716;anonymous;2475;0,0001363959;5,983033;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.5960;12,90395;-3699,013
0,6693738;anonymous;2476;0,0005352317;6,024364;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.6222;12,90448;-3692,989
0,734822;anonymous;2477;0,001437858;6,613399;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.6360;12,90592;-3686,375
0,734822;anonymous;2478;0,002091832;8,319124;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.6504;12,90801;-3678,056
1,032294;anonymous;2479;0,0007622804;9,290648;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.6638;12,90878;-3668,766
1,035687;anonymous;2480;0,0006944466;9,321183;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.6782;12,90947;-3659,444
1,035687;anonymous;2481;0,0007940661;7,954877;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7058;12,91026;-3651,49
1,035687;anonymous;2482;0,0002389544;7,759956;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7192;12,9105;-3643,729
0,8864481;anonymous;2483;0,0005461456;7,978033;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7340;12,91105;-3635,751
1,001176;anonymous;2484;0,00111531;9,010583;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7473;12,91217;-3626,741
1,163366;anonymous;2485;0,0006471217;10,4703;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7621;12,91281;-3616,271
1,444314;anonymous;2486;0,001264711;12,99883;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.7894;12,91408;-3603,272
1,693109;anonymous;2487;0,002153166;15,23798;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8031;12,91623;-3588,034
1,721773;anonymous;2488;0,001720282;15,49596;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8174;12,91795;-3572,538
1,652714;anonymous;2489;0,001129185;14,87442;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8312;12,91908;-3557,664
1,581236;anonymous;2490;0,0005888534;14,23112;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8458;12,91967;-3543,432
1,598792;anonymous;2491;0,0001382625;14,38913;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8725;12,91981;-3529,043
1,717671;anonymous;2492;0,0008974971;15,45904;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.8863;12,9207;-3513,584
1,766062;anonymous;2493;0,0004416556;15,89456;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9001;12,92115;-3497,69
1,766062;anonymous;2494;0,0004383007;16,24813;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9126;12,92159;-3481,442
1,766062;anonymous;2495;0,000553043;16,44659;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9289;12,92214;-3464,995
1,883312;anonymous;2496;0,0005778642;16,94981;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9535;12,92272;-3448,045
1,974073;anonymous;2497;0,000641526;17,76666;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9679;12,92336;-3430,279
2,008775;anonymous;2498;0,0004922391;18,07897;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9824;12,92385;-3412,2
2,05025;anonymous;2499;0,0003470496;18,45225;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:15.9973;12,9242;-3393,748
2,017916;anonymous;2500;0,0002705341;18,16125;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0126;12,92447;-3375,587
2,017916;anonymous;2501;0,0003179567;15,82454;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0392;12,92479;-3359,762
2,017916;anonymous;2502;0,0006785981;14,99504;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0525;12,92546;-3344,767
2,017916;anonymous;2503;0,0002853209;15,60794;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0673;12,92575;-3329,159
2,017916;anonymous;2504;0,0004473222;16,27529;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0800;12,9262;-3312,884
2,017916;anonymous;2505;0,001105846;18,01082;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.0960;12,9273;-3294,873
2,017916;anonymous;2506;0,0005360793;18,64388;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.1215;12,92784;-3276,229
2,017916;anonymous;2507;0,0003308242;18,18196;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.1359;12,92817;-3258,047
1,958525;anonymous;2508;0,0001986715;17,62672;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.1492;12,92837;-3240,421
1,949554;anonymous;2509;9,178535E-05;17,54599;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.1625;12,92846;-3222,875
1,949913;anonymous;2510;9,792648E-05;17,54922;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.1789;12,92856;-3205,325
1,949913;anonymous;2511;0,0005707329;17,85796;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2039;12,92913;-3187,468
1,949913;anonymous;2512;0,0007956343;18,82848;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2183;12,92992;-3168,639
1,949913;anonymous;2513;0,0008537333;19,94893;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2321;12,93078;-3148,69
2,239097;anonymous;2514;0,0005440691;20,15188;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2465;12,93132;-3128,538
2,164797;anonymous;2515;0,0001766869;19,48318;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2613;12,9315;-3109,055
2,164797;anonymous;2516;0,0003071477;18,86264;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.2884;12,9318;-3090,193
2,164797;anonymous;2517;0,0001298868;18,78936;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3012;12,93193;-3071,403
2,164797;anonymous;2518;2,092692E-05;18,75607;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3166;12,93196;-3052,647
2,164797;anonymous;2519;6,804896E-05;18,69511;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3294;12,93202;-3033,952
2,164797;anonymous;2520;8,352539E-05;18,6584;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3452;12,93211;-3015,294
2,164797;anonymous;2521;0,0001844069;18,74195;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3713;12,93229;-2996,552
2,164797;anonymous;2522;0,0001423961;18,81143;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3851;12,93243;-2977,74
2,164797;anonymous;2523;0,0001621298;18,72282;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.3984;12,9326;-2959,017
2,164797;anonymous;2524;0,000205545;18,38275;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.4141;12,9328;-2940,635
2,164797;anonymous;2525;0,0001165106;18,31006;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.4290;12,93292;-2922,324
2,164797;anonymous;2526;9,556102E-05;18,45672;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.4557;12,93301;-2903,868
2,164797;anonymous;2527;0,0002134998;18,54721;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.4701;12,93323;-2885,321
2,164797;anonymous;2528;0,0002027537;18,59445;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.4835;12,93343;-2866,726
2,164797;anonymous;2529;0,0001331245;18,52581;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5035;12,93356;-2848,2
2,164797;anonymous;2530;0,0003357677;18,378;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5127;12,9339;-2829,822
2,164797;anonymous;2531;0,0002136895;18,29608;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5383;12,93411;-2811,526
2,164797;anonymous;2532;0,0001682898;18,33382;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5531;12,93428;-2793,192
2,164797;anonymous;2533;0,0004069613;18,42042;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5664;12,93469;-2774,772
2,164797;anonymous;2534;0,0004416101;18,48887;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5802;12,93513;-2756,283
2,164797;anonymous;2535;0,0002386853;18,38887;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.5961;12,93537;-2737,894
2,164797;anonymous;2536;0,0007492551;18,10968;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.6213;12,93612;-2719,785
2,164797;anonymous;2537;0,0002734987;18,05186;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.6358;12,93639;-2701,733
2,164797;anonymous;2538;8,487525E-05;18,09575;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.6492;12,93648;-2683,637
2,164797;anonymous;2539;0,0002054638;18,12271;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.6626;12,93668;-2665,514
2,164797;anonymous;2540;0,0001923079;18,16;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.6793;12,93687;-2647,354
2,164797;anonymous;2541;0,0003897967;18,16578;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7043;12,93726;-2629,189
2,164797;anonymous;2542;0,0002353406;18,08399;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7181;12,9375;-2611,105
2,164797;anonymous;2543;0,000152753;18,02091;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7304;12,93765;-2593,084
2,164797;anonymous;2544;6,859042E-05;18,02764;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7452;12,93772;-2575,056
2,164797;anonymous;2545;0,0003646946;17,94557;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7722;12,93808;-2557,111
2,164797;anonymous;2546;9,814381E-05;17,8893;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.7867;12,93818;-2539,221
2,164797;anonymous;2547;5,099646E-05;17,88068;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8000;12,93823;-2521,341
2,164797;anonymous;2548;8,79603E-05;17,90256;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8137;12,93832;-2503,438
2,164797;anonymous;2549;0,0002239092;17,99054;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8291;12,93855;-2485,448
2,164797;anonymous;2550;0,0002028392;18,06261;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8552;12,93875;-2467,385
2,164797;anonymous;2551;0,0001760327;18,07551;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8706;12,93892;-2449,31
2,164797;anonymous;2552;0,0001817074;18,06256;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8833;12,93911;-2431,247
2,164797;anonymous;2553;0,0002725641;18,05688;FALSE;NULL;4;0;NULL;8e302f75-929e-40ec-a535-0b7cc68c8e19;1;1;FlipMapCondition;2023-05-18 12:53:16.8983;12,93938;-2413,19
