DeviceID;Email;Framecount;SessionID;Timestamp
069690c79316d4f4b6ff36e140120e1e56adca52;anonymous;1;b4c2a020-3eee-43a1-a6bc-6644dcbece21;2023-05-15 12:06:54.9238
