DeviceID;Email;Framecount;SessionID;Timestamp
069690c79316d4f4b6ff36e140120e1e56adca52;anonymous;1;7c0a3afb-4b68-40e2-a318-bc357bb7a45c;2023-05-15 10:01:49.9422
