DeviceID;Email;Framecount;SessionID;Timestamp
069690c79316d4f4b6ff36e140120e1e56adca52;anonymous;1;a0ed9e74-5d5d-46e4-b88a-9c2a1f4df205;2023-05-15 12:45:18.2292
